Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price ZAR,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url,Product Image 3 Url,Product Image 4 Url,Product Image 5 Url
blue-razz-ice,Blue Razz Ice,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_0b6cf589d78d4968b994bc19b79bbe7f~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_0b6cf589d78d4968b994bc19b79bbe7f~mv2.webp,,,,
blackcurrant,Blackcurrant,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_0dc9975b4676418f803e4dae5dc6e4a6~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_0dc9975b4676418f803e4dae5dc6e4a6~mv2.webp,,,,
arctic-mint,Arctic Mint,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_1033b04dc8494f23a3330ab1a8f8a8db~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_1033b04dc8494f23a3330ab1a8f8a8db~mv2.webp,,,,
cherry-peach-raspberry,Cherry Peach Raspberry,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_c1a833f015f547b5bffe27fa58141cfd~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_c1a833f015f547b5bffe27fa58141cfd~mv2.webp,,,,
caribbean-mango,Caribbean Mango,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_8ab2036117d248ec8b76f8cc6f5e721f~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_8ab2036117d248ec8b76f8cc6f5e721f~mv2.webp,,,,
cotton-candy,Cotton Candy,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_09bef75a944a4331a9b569cf7299c9b1~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_09bef75a944a4331a9b569cf7299c9b1~mv2.webp,,,,
double-watermelon,Double Watermelon,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_07367ca2b1ee49deaaae7a29a21b143f~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_07367ca2b1ee49deaaae7a29a21b143f~mv2.webp,,,,
peach-ice,Peach Ice,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_fc3b136603a244c3a3476a1d84ee1268~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_fc3b136603a244c3a3476a1d84ee1268~mv2.webp,,,,
peach-mixed-berry,Peach Mixed Berry,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_49e0a00c906c4ef8a028a8aef4562569~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_49e0a00c906c4ef8a028a8aef4562569~mv2.webp,,,,
pineapple-ice,Pineapple Ice,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_9dea92bf90c947608b1c0aa4d8ed96eb~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_9dea92bf90c947608b1c0aa4d8ed96eb~mv2.webp,,,,
strawberry-ice,Strawberry Ice,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_dce5162d7b2d42f08079cf9c269dffbf~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_dce5162d7b2d42f08079cf9c269dffbf~mv2.webp,,,,
white-peach-raspberry,White Peach Raspberry,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_04a04c1762a64c92908e2bcd60d427c7~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_04a04c1762a64c92908e2bcd60d427c7~mv2.webp,,,,
strawberry-mint-lemonade,Strawberry Mint Lemonade,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_68c3c9d4e7dd46e7ba99ebf2170d578b~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-D14Ki,,FALSE,TRUE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_68c3c9d4e7dd46e7ba99ebf2170d578b~mv2.webp,,,,
fizzy-cherry,Fizzy Cherry,,"<p>Clearly Better Flavour. Clearly Longer Lasting. The NASTY ClearTech 38K dual-mode clear tank disposable is engineered to maximise taste intensity and deliver consistent, long-lasting satisfaction. By removing cotton absorption, ClearTech devices deliver cleaner, purer, and bolder flavours—never muted. Enjoy full-bodied taste from the first puff to the last, lasting 10% longer than regular disposables.<br><br><strong>Specifications:&nbsp;</strong><br>Battery: 600mAH<br>Puff: 30,000<br>Ohm: 0.60Ω<br>Coil: Mesh Coil<br><br>FeaturesDirect To LungPU Leather DesignBattery IndicatorLiquid IndicatorAirflow Adjustment</p>",published,https://static.wixstatic.com/media/98377e_90595c05a1d44bae80e238d1b3270d93~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Cleartech,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_90595c05a1d44bae80e238d1b3270d93~mv2.webp,,,,
berry-grape,Berry Grape,,"<p>Clearly Better Flavour. Clearly Longer Lasting. The NASTY ClearTech 38K dual-mode clear tank disposable is engineered to maximise taste intensity and deliver consistent, long-lasting satisfaction. By removing cotton absorption, ClearTech devices deliver cleaner, purer, and bolder flavours—never muted. Enjoy full-bodied taste from the first puff to the last, lasting 10% longer than regular disposables.<br><br><strong>Specifications:&nbsp;</strong><br>Battery: 600mAH<br>Puff: 30,000<br>Ohm: 0.60Ω<br>Coil: Mesh Coil<br><br>FeaturesDirect To LungPU Leather DesignBattery IndicatorLiquid IndicatorAirflow Adjustment</p>",published,https://static.wixstatic.com/media/98377e_3ab3ae30d404431f941df13ae76a1ee5~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Cleartech,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_3ab3ae30d404431f941df13ae76a1ee5~mv2.webp,,,,
energy-drink,Energy Drink,,"<p>Clearly Better Flavour. Clearly Longer Lasting. The NASTY ClearTech 38K dual-mode clear tank disposable is engineered to maximise taste intensity and deliver consistent, long-lasting satisfaction. By removing cotton absorption, ClearTech devices deliver cleaner, purer, and bolder flavours—never muted. Enjoy full-bodied taste from the first puff to the last, lasting 10% longer than regular disposables.<br><br><strong>Specifications:&nbsp;</strong><br>Battery: 600mAH<br>Puff: 30,000<br>Ohm: 0.60Ω<br>Coil: Mesh Coil<br><br>FeaturesDirect To LungPU Leather DesignBattery IndicatorLiquid IndicatorAirflow Adjustment</p>",published,https://static.wixstatic.com/media/98377e_32056f9d652f41378979c78d0136c1ed~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Cleartech,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_32056f9d652f41378979c78d0136c1ed~mv2.webp,,,,
grape-ice,Grape Ice,,"<p>Clearly Better Flavour. Clearly Longer Lasting. The NASTY ClearTech 38K dual-mode clear tank disposable is engineered to maximise taste intensity and deliver consistent, long-lasting satisfaction. By removing cotton absorption, ClearTech devices deliver cleaner, purer, and bolder flavours—never muted. Enjoy full-bodied taste from the first puff to the last, lasting 10% longer than regular disposables.<br><br><strong>Specifications:&nbsp;</strong><br>Battery: 600mAH<br>Puff: 30,000<br>Ohm: 0.60Ω<br>Coil: Mesh Coil<br><br>FeaturesDirect To LungPU Leather DesignBattery IndicatorLiquid IndicatorAirflow Adjustment</p>",published,https://static.wixstatic.com/media/98377e_211bf8fcc7444205bc6edc1810004ce6~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Cleartech,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_211bf8fcc7444205bc6edc1810004ce6~mv2.webp,,,,
mix-berry,Mix Berry,,"<p>Clearly Better Flavour. Clearly Longer Lasting. The NASTY ClearTech 38K dual-mode clear tank disposable is engineered to maximise taste intensity and deliver consistent, long-lasting satisfaction. By removing cotton absorption, ClearTech devices deliver cleaner, purer, and bolder flavours—never muted. Enjoy full-bodied taste from the first puff to the last, lasting 10% longer than regular disposables.<br><br><strong>Specifications:&nbsp;</strong><br>Battery: 600mAH<br>Puff: 30,000<br>Ohm: 0.60Ω<br>Coil: Mesh Coil<br><br>FeaturesDirect To LungPU Leather DesignBattery IndicatorLiquid IndicatorAirflow Adjustment</p>",published,https://static.wixstatic.com/media/98377e_a84f765c4ff5468782406727322c1031~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Cleartech,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_a84f765c4ff5468782406727322c1031~mv2.webp,,,,
mango-ice,Mango Ice,,"<p>Clearly Better Flavour. Clearly Longer Lasting. The NASTY ClearTech 38K dual-mode clear tank disposable is engineered to maximise taste intensity and deliver consistent, long-lasting satisfaction. By removing cotton absorption, ClearTech devices deliver cleaner, purer, and bolder flavours—never muted. Enjoy full-bodied taste from the first puff to the last, lasting 10% longer than regular disposables.<br><br><strong>Specifications:&nbsp;</strong><br>Battery: 600mAH<br>Puff: 30,000<br>Ohm: 0.60Ω<br>Coil: Mesh Coil<br><br>FeaturesDirect To LungPU Leather DesignBattery IndicatorLiquid IndicatorAirflow Adjustment</p>",published,https://static.wixstatic.com/media/98377e_cb0c3a5456dd4e8f9509ee3bc62f15d6~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Cleartech,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_cb0c3a5456dd4e8f9509ee3bc62f15d6~mv2.webp,,,,
peach-ice,Peach Ice,,"<p>Clearly Better Flavour. Clearly Longer Lasting. The NASTY ClearTech 38K dual-mode clear tank disposable is engineered to maximise taste intensity and deliver consistent, long-lasting satisfaction. By removing cotton absorption, ClearTech devices deliver cleaner, purer, and bolder flavours—never muted. Enjoy full-bodied taste from the first puff to the last, lasting 10% longer than regular disposables.<br><br><strong>Specifications:&nbsp;</strong><br>Battery: 600mAH<br>Puff: 30,000<br>Ohm: 0.60Ω<br>Coil: Mesh Coil<br><br>FeaturesDirect To LungPU Leather DesignBattery IndicatorLiquid IndicatorAirflow Adjustment</p>",published,https://static.wixstatic.com/media/98377e_8d48c3a931fa4c83aff684170f093466~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Cleartech,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_8d48c3a931fa4c83aff684170f093466~mv2.webp,,,,
raspberry-watermelon,Raspberry Watermelon,,"<p>Clearly Better Flavour. Clearly Longer Lasting. The NASTY ClearTech 38K dual-mode clear tank disposable is engineered to maximise taste intensity and deliver consistent, long-lasting satisfaction. By removing cotton absorption, ClearTech devices deliver cleaner, purer, and bolder flavours—never muted. Enjoy full-bodied taste from the first puff to the last, lasting 10% longer than regular disposables.<br><br><strong>Specifications:&nbsp;</strong><br>Battery: 600mAH<br>Puff: 30,000<br>Ohm: 0.60Ω<br>Coil: Mesh Coil<br><br>FeaturesDirect To LungPU Leather DesignBattery IndicatorLiquid IndicatorAirflow Adjustment</p>",published,https://static.wixstatic.com/media/98377e_dbe96deccc9c4b00ac416f0ced14f305~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Cleartech,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_dbe96deccc9c4b00ac416f0ced14f305~mv2.webp,,,,
watermelon-ice,Watermelon Ice,,"<p>Clearly Better Flavour. Clearly Longer Lasting. The NASTY ClearTech 38K dual-mode clear tank disposable is engineered to maximise taste intensity and deliver consistent, long-lasting satisfaction. By removing cotton absorption, ClearTech devices deliver cleaner, purer, and bolder flavours—never muted. Enjoy full-bodied taste from the first puff to the last, lasting 10% longer than regular disposables.<br><br><strong>Specifications:&nbsp;</strong><br>Battery: 600mAH<br>Puff: 30,000<br>Ohm: 0.60Ω<br>Coil: Mesh Coil<br><br>FeaturesDirect To LungPU Leather DesignBattery IndicatorLiquid IndicatorAirflow Adjustment</p>",published,https://static.wixstatic.com/media/98377e_8ea3b8097c334a7ea31481b11f88ea8d~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Cleartech,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_8ea3b8097c334a7ea31481b11f88ea8d~mv2.webp,,,,
strawberry-ice,Strawberry Ice,,"<p>Clearly Better Flavour. Clearly Longer Lasting. The NASTY ClearTech 38K dual-mode clear tank disposable is engineered to maximise taste intensity and deliver consistent, long-lasting satisfaction. By removing cotton absorption, ClearTech devices deliver cleaner, purer, and bolder flavours—never muted. Enjoy full-bodied taste from the first puff to the last, lasting 10% longer than regular disposables.<br><br><strong>Specifications:&nbsp;</strong><br>Battery: 600mAH<br>Puff: 30,000<br>Ohm: 0.60Ω<br>Coil: Mesh Coil<br><br>FeaturesDirect To LungPU Leather DesignBattery IndicatorLiquid IndicatorAirflow Adjustment</p>",published,https://static.wixstatic.com/media/98377e_d2c53044fb5e42a4a798313f69a0d3a8~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Cleartech,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_d2c53044fb5e42a4a798313f69a0d3a8~mv2.webp,,,,
double-mint,Double Mint,,"<p>Experience power, luxury, and innovation in one device. The <strong>Bugatti Spaceship Vape 7000</strong> delivers up to <strong>7000 smooth puffs</strong> of bold, consistent flavour wrapped in a <strong>sleek, futuristic design</strong> inspired by Bugatti’s world-famous performance engineering.</p><p>&nbsp;</p><p>With its <strong>rechargeable battery</strong>, <strong>mesh coil technology</strong>, and <strong>leak-proof pod</strong>, every draw is ultra-satisfying — smooth, rich, and built for endurance. The dynamic LED indicator and ergonomic grip complete a vape that’s as stylish as it is powerful.</p>",published,https://static.wixstatic.com/media/98377e_d6fa777190ff4311b5a986155015c693~mv2.jpg,,,,,,,,,,Quick Dose (Pty) Ltd,bugatti-dispensary,,,TRUE,,Default,Vape-Bugatti-Spaceship,,FALSE,TRUE,,,,,,,,,180.0,Option,Default,https://static.wixstatic.com/media/98377e_d6fa777190ff4311b5a986155015c693~mv2.jpg,,,,
cool-mint,Cool Mint,,"<p>Experience power, luxury, and innovation in one device. The <strong>Bugatti Spaceship Vape 7000</strong> delivers up to <strong>7000 smooth puffs</strong> of bold, consistent flavour wrapped in a <strong>sleek, futuristic design</strong> inspired by Bugatti’s world-famous performance engineering.</p><p>&nbsp;</p><p>With its <strong>rechargeable battery</strong>, <strong>mesh coil technology</strong>, and <strong>leak-proof pod</strong>, every draw is ultra-satisfying — smooth, rich, and built for endurance. The dynamic LED indicator and ergonomic grip complete a vape that’s as stylish as it is powerful.</p>",published,https://static.wixstatic.com/media/98377e_9a68b5d317594a649abdee0384666c69~mv2.jpg,,,,,,,,,,Quick Dose (Pty) Ltd,bugatti-dispensary,,,TRUE,,Default,Vape-Bugatti-Spaceship,,FALSE,TRUE,,,,,,,,,180.0,Option,Default,https://static.wixstatic.com/media/98377e_9a68b5d317594a649abdee0384666c69~mv2.jpg,,,,
