Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price ZAR,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url,Product Image 3 Url,Product Image 4 Url,Product Image 5 Url
raspberry-watermelon,Raspberry Watermelon,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_7f2f0553aaba4547b7e68a52e3cea840~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-MaxUltra,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_7f2f0553aaba4547b7e68a52e3cea840~mv2.webp,,,,
strawberry-ice,Strawberry Ice,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_d84bc52a9a144919a8de89197516452c~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-MaxUltra,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_d84bc52a9a144919a8de89197516452c~mv2.webp,,,,
strawberry-watermelon,Strawberry Watermelon,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_f0849152ba85407689022dbaec9c7397~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-MaxUltra,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_f0849152ba85407689022dbaec9c7397~mv2.webp,,,,
strawberry-kiwi,Strawberry Kiwi,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_3ca3e5eb9cc54b35915dc57a65d2aeab~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-MaxUltra,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_3ca3e5eb9cc54b35915dc57a65d2aeab~mv2.webp,,,,
watermelon-ice,Watermelon Ice,,"<p>Meet the NASTY MAX 40K Ultra is built to go further, last longer, and hit harder. With enhanced capacity, it delivers up to 40,000 puffs of steady, satisfying flavour. No drop-offs, no compromises - just bold taste and hyper performance from start to finish.</p>",published,https://static.wixstatic.com/media/98377e_8170d26fb99748dcaef28e81a97e30a7~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-MaxUltra,,FALSE,TRUE,,,,,,,,,330.0,Option,Default,https://static.wixstatic.com/media/98377e_8170d26fb99748dcaef28e81a97e30a7~mv2.webp,,,,
blue-razz-ice,Blue Razz Ice,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_66246b7658ad40f49a8ec9c0c2c4f0df~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Max,,FALSE,TRUE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_66246b7658ad40f49a8ec9c0c2c4f0df~mv2.webp,,,,
blackberry-ice,Blackberry Ice,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_41d7cca72def4768848eaa3bf0878b50~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Max,,FALSE,TRUE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_41d7cca72def4768848eaa3bf0878b50~mv2.webp,,,,
berry-grape,Berry Grape,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_0bc19e214b93479880bc018fceb2625f~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Max,,FALSE,TRUE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_0bc19e214b93479880bc018fceb2625f~mv2.webp,,,,
cherry-peach-raspberry,Cherry Peach Raspberry,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_898d73d4a3404d909f09ba33c415ec26~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Max,,FALSE,TRUE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_898d73d4a3404d909f09ba33c415ec26~mv2.webp,,,,
grape-ice,Grape Ice,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_70d6916c454c43d2b183ade096859c41~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Max,,FALSE,TRUE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_70d6916c454c43d2b183ade096859c41~mv2.webp,,,,
peach-ice,Peach Ice,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_21d9f8188ae54ee4a3bba68bb0551172~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Max,,FALSE,TRUE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_21d9f8188ae54ee4a3bba68bb0551172~mv2.webp,,,,
passion-fruit,Passion Fruit,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_b52fc0e27482416a8836917ed183d6a3~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Max,,FALSE,TRUE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_b52fc0e27482416a8836917ed183d6a3~mv2.webp,,,,
raspberry-watermelon,Raspberry Watermelon,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_3a4d4c70202a420387f6da461b574e69~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Max,,FALSE,TRUE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_3a4d4c70202a420387f6da461b574e69~mv2.webp,,,,
strawberry-ice,Strawberry Ice,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_e427e91ce8024045be2658d4ebf06bd6~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Max,,FALSE,TRUE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_e427e91ce8024045be2658d4ebf06bd6~mv2.webp,,,,
strawberry-watermelon,Strawberry Watermelon,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_3413e991d5dc45e5809309a3550a0422~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Max,,FALSE,TRUE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_3413e991d5dc45e5809309a3550a0422~mv2.webp,,,,
strawberry-kiwi,Strawberry Kiwi,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_858ddb43b2d341dbb779b4f580004149~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Max,,FALSE,TRUE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_858ddb43b2d341dbb779b4f580004149~mv2.webp,,,,
watermelon-ice,Watermelon Ice,,"<p>The NASTY MAX 30K is a hyper-puff device that delivers consistent performance to the last drop, powered by the World's Tastiest Flavours. Enjoy longer-lasting flavour and satisfaction, thanks to an improved dual mesh coil configuration that increases liquid consumption efficiency.</p>",published,https://static.wixstatic.com/media/98377e_991a0962f3714981a7c87ddd8afcc91e~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Max,,FALSE,TRUE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_991a0962f3714981a7c87ddd8afcc91e~mv2.webp,,,,
blue-razz-ice,Blue Razz Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_3da643f34f394ae1b1ab2dab832ef98a~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_3da643f34f394ae1b1ab2dab832ef98a~mv2.webp,,,,
strawberry-ice,Strawberry Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_447c3d77f01645028258ef2d5314cd15~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_447c3d77f01645028258ef2d5314cd15~mv2.webp,,,,
grape-ice,Grape Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_cd5aeff6b75444e8b4405534751021f7~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_cd5aeff6b75444e8b4405534751021f7~mv2.webp,,,,
berry-grape,Berry Grape,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_9b830ebd295e46779ebbfcb8cb578f95~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_9b830ebd295e46779ebbfcb8cb578f95~mv2.webp,,,,
watermelon-ice,Watermelon Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_6b5f9c64f2224e7c969cee0f31433b91~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_6b5f9c64f2224e7c969cee0f31433b91~mv2.webp,,,,
mint,Mint,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_d5e4afc23e504b05a2d3375e2d25ca3d~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_d5e4afc23e504b05a2d3375e2d25ca3d~mv2.webp,,,,
kiwi-passion-fruit-guava,Kiwi Passion Fruit Guava,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_1565056a3e594423a76870a507ca614b~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_1565056a3e594423a76870a507ca614b~mv2.webp,,,,
blackberry-ice,Blackberry Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_6f660911141c414a93e1601f0dffde84~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_6f660911141c414a93e1601f0dffde84~mv2.webp,,,,
white-peach-raspberry,White Peach Raspberry,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_8529c94e63604743b3dce689331ca4c3~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_8529c94e63604743b3dce689331ca4c3~mv2.webp,,,,
aloe-grape,Aloe Grape,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_86f6f8e582ab4b518716a5e31c46a0e4~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_86f6f8e582ab4b518716a5e31c46a0e4~mv2.webp,,,,
raspberry-watermelon,Raspberry Watermelon,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_94d58449e0cb4c488689eb25deb2d899~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_94d58449e0cb4c488689eb25deb2d899~mv2.webp,,,,
mango-ice,Mango Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_ab700510f56f42a38c11e70ff7063bb2~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_ab700510f56f42a38c11e70ff7063bb2~mv2.webp,,,,
fizzy-cherry,Fizzy Cherry,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_a22164ee9929410facaaff8ecfa7df47~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_a22164ee9929410facaaff8ecfa7df47~mv2.webp,,,,
cherry-peach-lemon,Cherry Peach Lemon,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_a745b2f4d5f64e709ab2e9c26e7da575~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_a745b2f4d5f64e709ab2e9c26e7da575~mv2.webp,,,,
peach-ice,Peach Ice,,"<p>DRG:ON is a special line of disposable devices created by NASTY to celebrate our World’s Tastiest Flavours.The focus of the DRG:ON collection is a robust, no-frills device that is stable and consistent in delivering the best flavour experience.</p>",published,https://static.wixstatic.com/media/98377e_ae2b71343ed3453685540d0e60a8f195~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-DRG:ON,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_ae2b71343ed3453685540d0e60a8f195~mv2.webp,,,,
blackberry-cherry,Blackberry Cherry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_f353211d2675472ca3cc37036b594243~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Neo,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_f353211d2675472ca3cc37036b594243~mv2.webp,,,,
blackberry,Blackberry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_5c1f47b54f89408f902e9626e0ff48bd~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Neo,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_5c1f47b54f89408f902e9626e0ff48bd~mv2.webp,,,,
blue-berry-black-berry,Blue Berry Black Berry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_b743b3bea2a648ccab8d577de2abee82~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Neo,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_b743b3bea2a648ccab8d577de2abee82~mv2.webp,,,,
black-grape,Black Grape,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_99d416b72b6643e3b4b70dede9414cea~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Neo,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_99d416b72b6643e3b4b70dede9414cea~mv2.webp,,,,
blueberry-sour-raspberry,Blueberry Sour Raspberry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_a32506be091a4289914ba13815880a2d~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Neo,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_a32506be091a4289914ba13815880a2d~mv2.webp,,,,
blue-razz,Blue Razz,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_bcd4c7245d8045d2850e89b41ac62d99~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Neo,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_bcd4c7245d8045d2850e89b41ac62d99~mv2.webp,,,,
double-mango,Double Mango,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_afa0735958ef42b6bca0428293aa6a6e~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Neo,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_afa0735958ef42b6bca0428293aa6a6e~mv2.webp,,,,
peach,Peach,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_8ff1a2c620e4425eaf9aefdb6e9b7cb5~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Neo,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_8ff1a2c620e4425eaf9aefdb6e9b7cb5~mv2.webp,,,,
promegrante-berry,Promegrante Berry,,"<p><strong>NEO 25K</strong>&nbsp;by NASTY is a large capacity rechargeable Nicotine Salt disposable device designed to deliver up to 25,000 puffs of pure flavour satisfaction.<br>&nbsp;</p><p>What sets it apart is its 3-level cooling mode, giving you the flexibility to adjust the cooling intensity to suit your preferences. This innovative feature ensures a customisable vaping experience that caters to every tastebud. With the touch of a button, adult users can easily personalise their coolness level for maximum comfort and enjoyment.</p>",published,https://static.wixstatic.com/media/98377e_6e39e50ecafb4807b462f6fb7648437f~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty-dispensary,,,TRUE,,Default,Vape-Nasty-Neo,,FALSE,TRUE,,,,,,,,,350.0,Option,Default,https://static.wixstatic.com/media/98377e_6e39e50ecafb4807b462f6fb7648437f~mv2.webp,,,,
